Frec,PSD
"2,25E+04","6,61E-09"
"2,25E+04","5,25E-09"
"2,25E+04","5,98E-09"
"2,25E+04","6,00E-09"
"2,25E+04","5,99E-09"
"2,25E+04","4,99E-09"
"2,25E+04","5,15E-09"
"2,25E+04","6,40E-09"
"2,25E+04","6,40E-09"
"2,25E+04","7,14E-09"
"2,25E+04","4,92E-09"
"2,25E+04","6,12E-09"
"2,25E+04","5,40E-09"
"2,25E+04","5,95E-09"
"2,25E+04","4,98E-09"
"2,26E+04","5,47E-09"
"2,26E+04","4,99E-09"
"2,26E+04","5,49E-09"
"2,26E+04","5,39E-09"
"2,26E+04","4,79E-09"
"2,26E+04","5,17E-09"
"2,26E+04","5,92E-09"
"2,26E+04","5,03E-09"
"2,26E+04","6,56E-09"
"2,26E+04","5,70E-09"
"2,26E+04","5,20E-09"
"2,26E+04","4,80E-09"
"2,26E+04","4,91E-09"
"2,26E+04","5,11E-09"
"2,26E+04","5,97E-09"
"2,26E+04","4,93E-09"
"2,26E+04","1,03E-08"
"2,26E+04","8,23E-09"
"2,26E+04","5,60E-09"
"2,26E+04","4,66E-09"
"2,26E+04","5,33E-09"
"2,26E+04","4,98E-09"
"2,26E+04","5,43E-09"
"2,26E+04","5,23E-09"
"2,26E+04","5,18E-09"
"2,26E+04","5,71E-09"
"2,26E+04","4,96E-09"
"2,26E+04","6,66E-09"
"2,26E+04","4,91E-09"
"2,26E+04","1,05E-08"
"2,26E+04","4,57E-09"
"2,26E+04","5,47E-09"
"2,26E+04","7,01E-09"
"2,26E+04","4,98E-09"
"2,26E+04","6,01E-09"
"2,26E+04","5,49E-09"
"2,26E+04","5,39E-09"
"2,26E+04","4,94E-09"
"2,26E+04","5,52E-09"
"2,26E+04","4,76E-09"
"2,26E+04","4,67E-09"
"2,26E+04","4,95E-09"
"2,26E+04","4,78E-09"
"2,26E+04","5,63E-09"
"2,26E+04","5,06E-09"
"2,26E+04","5,05E-09"
"2,26E+04","5,14E-09"
"2,26E+04","5,49E-09"
"2,26E+04","5,93E-09"
"2,26E+04","8,75E-09"
"2,26E+04","4,94E-09"
"2,26E+04","7,37E-09"
"2,26E+04","5,23E-09"
"2,26E+04","6,93E-09"
"2,26E+04","6,03E-09"
"2,26E+04","4,96E-09"
"2,26E+04","5,89E-09"
"2,26E+04","6,97E-09"
"2,26E+04","4,55E-09"
"2,26E+04","5,46E-09"
"2,26E+04","6,24E-09"
"2,26E+04","5,31E-09"
"2,26E+04","5,14E-09"
"2,26E+04","5,62E-09"
"2,26E+04","7,46E-09"
"2,26E+04","5,60E-09"
"2,26E+04","6,53E-09"
"2,26E+04","6,99E-09"
"2,26E+04","6,08E-09"
"2,26E+04","5,01E-09"
"2,26E+04","6,57E-09"
"2,26E+04","6,15E-09"
"2,26E+04","5,43E-09"
"2,26E+04","7,18E-09"
"2,26E+04","5,32E-09"
"2,26E+04","5,72E-09"
"2,26E+04","5,33E-09"
"2,26E+04","5,14E-09"
"2,26E+04","5,42E-09"
"2,26E+04","8,20E-09"
"2,26E+04","6,04E-09"
"2,26E+04","5,82E-09"
"2,26E+04","6,80E-09"
"2,26E+04","5,96E-09"
"2,26E+04","5,65E-09"
"2,26E+04","6,96E-09"
"2,26E+04","5,08E-09"
"2,26E+04","6,58E-09"
"2,26E+04","6,66E-09"
"2,26E+04","4,94E-09"
"2,26E+04","5,76E-09"
"2,26E+04","4,89E-09"
"2,26E+04","5,58E-09"
"2,26E+04","5,28E-09"
"2,26E+04","4,89E-09"
"2,26E+04","5,35E-09"
"2,26E+04","5,72E-09"
"2,26E+04","7,36E-09"
"2,26E+04","6,70E-09"
"2,26E+04","5,51E-09"
"2,27E+04","5,03E-09"
"2,27E+04","4,82E-09"
"2,27E+04","5,78E-09"
"2,27E+04","5,17E-09"
"2,27E+04","8,16E-09"
"2,27E+04","5,60E-09"
"2,27E+04","5,69E-09"
"2,27E+04","5,35E-09"
"2,27E+04","6,99E-09"
"2,27E+04","5,66E-09"
"2,27E+04","7,33E-09"
"2,27E+04","5,95E-09"
"2,27E+04","6,45E-09"
"2,27E+04","5,26E-09"
"2,27E+04","6,08E-09"
"2,27E+04","6,04E-09"
"2,27E+04","5,14E-09"
"2,27E+04","7,35E-09"
"2,27E+04","8,34E-09"
"2,27E+04","5,49E-09"
"2,27E+04","5,26E-09"
"2,27E+04","4,94E-09"
"2,27E+04","4,88E-09"
"2,27E+04","5,27E-09"
"2,27E+04","6,76E-09"
"2,27E+04","6,90E-09"
"2,27E+04","7,60E-09"
"2,27E+04","5,41E-09"
"2,27E+04","6,67E-09"
"2,27E+04","5,16E-09"
"2,27E+04","5,52E-09"
"2,27E+04","6,53E-09"
"2,27E+04","6,28E-09"
"2,27E+04","5,29E-09"
"2,27E+04","5,69E-09"
"2,27E+04","4,62E-09"
"2,27E+04","6,18E-09"
"2,27E+04","7,30E-09"
"2,27E+04","6,44E-09"
"2,27E+04","5,97E-09"
"2,27E+04","5,03E-09"
"2,27E+04","5,64E-09"
"2,27E+04","5,30E-09"
"2,27E+04","6,73E-09"
"2,27E+04","5,77E-09"
"2,27E+04","5,41E-09"
"2,27E+04","5,17E-09"
"2,27E+04","4,73E-09"
"2,27E+04","5,08E-09"
"2,27E+04","5,32E-09"
"2,27E+04","5,27E-09"
"2,27E+04","8,47E-09"
"2,27E+04","4,90E-09"
"2,27E+04","4,78E-09"
"2,27E+04","5,41E-09"
"2,27E+04","8,88E-09"
"2,27E+04","8,24E-09"
"2,27E+04","8,12E-09"
"2,27E+04","6,41E-09"
"2,27E+04","4,61E-09"
"2,27E+04","5,25E-09"
"2,27E+04","5,58E-09"
"2,27E+04","6,56E-09"
"2,27E+04","4,99E-09"
"2,27E+04","4,81E-09"
"2,27E+04","5,89E-09"
"2,27E+04","4,57E-09"
"2,27E+04","4,94E-09"
"2,27E+04","6,03E-09"
"2,27E+04","8,35E-09"
"2,27E+04","5,43E-09"
"2,27E+04","5,20E-09"
"2,27E+04","5,88E-09"
"2,27E+04","6,78E-09"
"2,27E+04","5,72E-09"
"2,27E+04","5,29E-09"
"2,27E+04","6,46E-09"
"2,27E+04","5,18E-09"
"2,27E+04","7,09E-09"
"2,27E+04","6,32E-09"
"2,27E+04","4,88E-09"
"2,27E+04","6,17E-09"
"2,27E+04","5,39E-09"
"2,27E+04","6,12E-09"
"2,27E+04","5,75E-09"
"2,27E+04","7,07E-09"
"2,27E+04","5,33E-09"
"2,27E+04","4,72E-09"
"2,27E+04","5,10E-09"
"2,27E+04","4,87E-09"
"2,27E+04","4,96E-09"
"2,27E+04","6,13E-09"
"2,27E+04","6,96E-09"
"2,27E+04","6,35E-09"
"2,27E+04","5,69E-09"
"2,27E+04","6,42E-09"
"2,27E+04","5,33E-09"
"2,27E+04","5,52E-09"
"2,27E+04","5,55E-09"
"2,27E+04","6,34E-09"
"2,28E+04","5,85E-09"
"2,28E+04","6,51E-09"
"2,28E+04","7,92E-09"
"2,28E+04","6,26E-09"
"2,28E+04","6,70E-09"
"2,28E+04","6,05E-09"
"2,28E+04","5,06E-09"
"2,28E+04","6,07E-09"
"2,28E+04","6,41E-09"
"2,28E+04","6,57E-09"
"2,28E+04","5,55E-09"
"2,28E+04","5,84E-09"
"2,28E+04","5,61E-09"
"2,28E+04","7,27E-09"
"2,28E+04","5,34E-09"
"2,28E+04","4,89E-09"
"2,28E+04","6,37E-09"
"2,28E+04","5,55E-09"
"2,28E+04","5,00E-09"
"2,28E+04","5,27E-09"
"2,28E+04","6,25E-09"
"2,28E+04","5,34E-09"
"2,28E+04","5,07E-09"
"2,28E+04","5,43E-09"
"2,28E+04","5,31E-09"
"2,28E+04","6,28E-09"
"2,28E+04","5,40E-09"
"2,28E+04","7,11E-09"
"2,28E+04","7,38E-09"
"2,28E+04","7,08E-09"
"2,28E+04","5,04E-09"
"2,28E+04","8,56E-09"
"2,28E+04","5,01E-09"
"2,28E+04","5,71E-09"
"2,28E+04","4,71E-09"
"2,28E+04","5,21E-09"
"2,28E+04","7,06E-09"
"2,28E+04","6,31E-09"
"2,28E+04","7,59E-09"
"2,28E+04","7,21E-09"
"2,28E+04","5,39E-09"
"2,28E+04","6,23E-09"
"2,28E+04","5,20E-09"
"2,28E+04","6,11E-09"
"2,28E+04","5,10E-09"
"2,28E+04","7,21E-09"
"2,28E+04","4,95E-09"
"2,28E+04","4,80E-09"
"2,28E+04","5,27E-09"
"2,28E+04","4,97E-09"
"2,28E+04","4,68E-09"
"2,28E+04","4,92E-09"
"2,28E+04","7,54E-09"
"2,28E+04","5,37E-09"
"2,28E+04","6,61E-09"
"2,28E+04","5,22E-09"
"2,28E+04","7,74E-09"
"2,28E+04","6,34E-09"
"2,28E+04","5,70E-09"
"2,28E+04","6,24E-09"
"2,28E+04","6,75E-09"
"2,28E+04","9,38E-09"
"2,28E+04","5,13E-09"
"2,28E+04","6,15E-09"
"2,28E+04","6,15E-09"
"2,28E+04","7,13E-09"
"2,28E+04","4,82E-09"
"2,28E+04","5,33E-09"
"2,28E+04","5,23E-09"
"2,28E+04","9,66E-09"
"2,28E+04","5,18E-09"
"2,28E+04","4,78E-09"
"2,28E+04","6,51E-09"
"2,28E+04","5,82E-09"
"2,28E+04","5,67E-09"
"2,28E+04","4,83E-09"
"2,28E+04","5,21E-09"
"2,28E+04","5,85E-09"
"2,28E+04","5,82E-09"
"2,28E+04","4,98E-09"
"2,28E+04","5,34E-09"
"2,28E+04","6,40E-09"
"2,28E+04","6,45E-09"
"2,28E+04","6,20E-09"
"2,28E+04","5,01E-09"
"2,28E+04","5,81E-09"
"2,28E+04","6,19E-09"
"2,28E+04","6,25E-09"
"2,28E+04","6,81E-09"
"2,28E+04","6,83E-09"
"2,28E+04","5,04E-09"
"2,28E+04","5,00E-09"
"2,28E+04","5,73E-09"
"2,28E+04","6,47E-09"
"2,28E+04","5,33E-09"
"2,28E+04","4,87E-09"
"2,28E+04","4,70E-09"
"2,28E+04","7,88E-09"
"2,28E+04","5,72E-09"
"2,28E+04","6,97E-09"
"2,29E+04","6,49E-09"
"2,29E+04","4,64E-09"
"2,29E+04","5,09E-09"
"2,29E+04","5,16E-09"
"2,29E+04","7,76E-09"
"2,29E+04","5,35E-09"
"2,29E+04","5,70E-09"
"2,29E+04","9,15E-09"
"2,29E+04","5,42E-09"
"2,29E+04","6,54E-09"
"2,29E+04","5,89E-09"
"2,29E+04","5,75E-09"
"2,29E+04","5,28E-09"
"2,29E+04","6,53E-09"
"2,29E+04","5,45E-09"
"2,29E+04","4,57E-09"
"2,29E+04","5,55E-09"
"2,29E+04","7,91E-09"
"2,29E+04","7,26E-09"
"2,29E+04","6,55E-09"
"2,29E+04","5,98E-09"
"2,29E+04","4,80E-09"
"2,29E+04","5,20E-09"
"2,29E+04","5,26E-09"
"2,29E+04","4,81E-09"
"2,29E+04","4,85E-09"
"2,29E+04","5,27E-09"
"2,29E+04","5,40E-09"
"2,29E+04","5,29E-09"
"2,29E+04","4,77E-09"
"2,29E+04","5,17E-09"
"2,29E+04","4,88E-09"
"2,29E+04","7,00E-09"
"2,29E+04","5,71E-09"
"2,29E+04","5,66E-09"
"2,29E+04","6,35E-09"
"2,29E+04","4,51E-09"
"2,29E+04","5,86E-09"
"2,29E+04","5,39E-09"
"2,29E+04","7,17E-09"
"2,29E+04","6,67E-09"
"2,29E+04","6,07E-09"
"2,29E+04","6,02E-09"
"2,29E+04","4,88E-09"
"2,29E+04","5,48E-09"
"2,29E+04","6,30E-09"
"2,29E+04","6,76E-09"
"2,29E+04","7,03E-09"
"2,29E+04","8,57E-09"
"2,29E+04","5,02E-09"
"2,29E+04","7,27E-09"
"2,29E+04","5,64E-09"
"2,29E+04","5,17E-09"
"2,29E+04","7,09E-09"
"2,29E+04","5,06E-09"
"2,29E+04","4,89E-09"
"2,29E+04","6,79E-09"
"2,29E+04","5,38E-09"
"2,29E+04","7,63E-09"
"2,29E+04","8,26E-09"
"2,29E+04","5,50E-09"
"2,29E+04","4,86E-09"
"2,29E+04","7,83E-09"
"2,29E+04","4,97E-09"
"2,29E+04","5,04E-09"
"2,29E+04","6,59E-09"
"2,29E+04","8,13E-09"
"2,29E+04","4,79E-09"
"2,29E+04","5,95E-09"
"2,29E+04","5,88E-09"
"2,29E+04","5,05E-09"
"2,29E+04","5,59E-09"
"2,29E+04","5,39E-09"
"2,29E+04","5,76E-09"
"2,29E+04","5,41E-09"
"2,29E+04","5,33E-09"
"2,29E+04","5,57E-09"
"2,29E+04","6,00E-09"
"2,29E+04","7,17E-09"
"2,29E+04","5,65E-09"
"2,29E+04","4,82E-09"
"2,29E+04","5,41E-09"
"2,29E+04","6,20E-09"
"2,29E+04","6,47E-09"
"2,29E+04","6,17E-09"
"2,29E+04","5,36E-09"
"2,29E+04","5,79E-09"
"2,29E+04","7,88E-09"
"2,29E+04","4,91E-09"
"2,29E+04","7,58E-09"
"2,29E+04","4,78E-09"
"2,29E+04","5,21E-09"
"2,29E+04","4,77E-09"
"2,29E+04","7,80E-09"
"2,29E+04","6,64E-09"
"2,29E+04","5,37E-09"
"2,29E+04","5,75E-09"
"2,29E+04","5,08E-09"
"2,29E+04","5,43E-09"
"2,29E+04","5,01E-09"
"2,30E+04","6,27E-09"
"2,30E+04","4,99E-09"
"2,30E+04","4,87E-09"
"2,30E+04","5,12E-09"
"2,30E+04","4,53E-09"
"2,30E+04","5,07E-09"
"2,30E+04","7,64E-09"
"2,30E+04","7,97E-09"
"2,30E+04","5,97E-09"
"2,30E+04","5,58E-09"
"2,30E+04","5,33E-09"
"2,30E+04","7,19E-09"
"2,30E+04","4,90E-09"
"2,30E+04","5,83E-09"
"2,30E+04","5,57E-09"
"2,30E+04","5,39E-09"
"2,30E+04","5,08E-09"
"2,30E+04","5,07E-09"
"2,30E+04","7,78E-09"
"2,30E+04","6,05E-09"
"2,30E+04","4,58E-09"
"2,30E+04","4,89E-09"
"2,30E+04","5,79E-09"
"2,30E+04","6,40E-09"
"2,30E+04","5,37E-09"
"2,30E+04","5,08E-09"
"2,30E+04","5,47E-09"
"2,30E+04","5,85E-09"
"2,30E+04","7,11E-09"
"2,30E+04","5,05E-09"
"2,30E+04","6,39E-09"
"2,30E+04","6,04E-09"
"2,30E+04","5,37E-09"
"2,30E+04","5,08E-09"
"2,30E+04","5,56E-09"
"2,30E+04","6,40E-09"
"2,30E+04","8,12E-09"
"2,30E+04","4,76E-09"
"2,30E+04","5,26E-09"
"2,30E+04","5,23E-09"
"2,30E+04","5,00E-09"
"2,30E+04","5,39E-09"
"2,30E+04","4,79E-09"
"2,30E+04","5,65E-09"
"2,30E+04","7,39E-09"
"2,30E+04","5,85E-09"
"2,30E+04","5,10E-09"
"2,30E+04","5,09E-09"
"2,30E+04","5,30E-09"
"2,30E+04","5,02E-09"
"2,30E+04","5,40E-09"
"2,30E+04","5,00E-09"
"2,30E+04","5,16E-09"
"2,30E+04","5,07E-09"
"2,30E+04","5,30E-09"
"2,30E+04","5,08E-09"
"2,30E+04","6,34E-09"
"2,30E+04","6,75E-09"
"2,30E+04","6,89E-09"
"2,30E+04","5,15E-09"
"2,30E+04","5,57E-09"
"2,30E+04","5,14E-09"
"2,30E+04","4,63E-09"
"2,30E+04","8,02E-09"
"2,30E+04","5,87E-09"
"2,30E+04","4,82E-09"
"2,30E+04","5,41E-09"
"2,30E+04","4,78E-09"
"2,30E+04","5,00E-09"
"2,30E+04","5,57E-09"
"2,30E+04","4,96E-09"
"2,30E+04","4,85E-09"
"2,30E+04","4,81E-09"
"2,30E+04","4,79E-09"
"2,30E+04","5,94E-09"
"2,30E+04","4,93E-09"
"2,30E+04","5,47E-09"
"2,30E+04","5,13E-09"
"2,30E+04","5,59E-09"
"2,30E+04","5,53E-09"
"2,30E+04","5,06E-09"
"2,30E+04","6,21E-09"
"2,30E+04","5,89E-09"
"2,30E+04","6,17E-09"
"2,30E+04","4,83E-09"
"2,30E+04","5,75E-09"
"2,30E+04","5,33E-09"
"2,30E+04","5,48E-09"
"2,30E+04","5,03E-09"
"2,30E+04","4,92E-09"
"2,30E+04","5,04E-09"
"2,30E+04","5,54E-09"
"2,30E+04","6,11E-09"
"2,30E+04","5,30E-09"
"2,30E+04","5,95E-09"
"2,30E+04","5,00E-09"
"2,30E+04","6,49E-09"
"2,30E+04","4,67E-09"
"2,30E+04","5,62E-09"
"2,30E+04","4,95E-09"
"2,31E+04","5,04E-09"
"2,31E+04","7,15E-09"
"2,31E+04","7,54E-09"
"2,31E+04","5,48E-09"
"2,31E+04","5,45E-09"
"2,31E+04","5,08E-09"
"2,31E+04","5,33E-09"
"2,31E+04","5,63E-09"
"2,31E+04","8,28E-09"
"2,31E+04","5,84E-09"
"2,31E+04","5,36E-09"
"2,31E+04","5,62E-09"
"2,31E+04","6,27E-09"
"2,31E+04","4,98E-09"
"2,31E+04","5,61E-09"
"2,31E+04","5,02E-09"
"2,31E+04","8,26E-09"
"2,31E+04","7,96E-09"
"2,31E+04","5,22E-09"
"2,31E+04","5,05E-09"
"2,31E+04","4,76E-09"
"2,31E+04","5,48E-09"
"2,31E+04","5,66E-09"
"2,31E+04","4,92E-09"
"2,31E+04","7,50E-09"
"2,31E+04","5,54E-09"
"2,31E+04","6,33E-09"
"2,31E+04","5,68E-09"
"2,31E+04","4,59E-09"
"2,31E+04","4,96E-09"
"2,31E+04","6,16E-09"
"2,31E+04","6,32E-09"
"2,31E+04","4,89E-09"
"2,31E+04","6,11E-09"
"2,31E+04","5,40E-09"
"2,31E+04","6,47E-09"
"2,31E+04","5,15E-09"
"2,31E+04","7,58E-09"
"2,31E+04","6,12E-09"
"2,31E+04","7,48E-09"
"2,31E+04","4,92E-09"
"2,31E+04","5,41E-09"
"2,31E+04","6,44E-09"
"2,31E+04","6,84E-09"
"2,31E+04","6,85E-09"
"2,31E+04","5,87E-09"
"2,31E+04","6,46E-09"
"2,31E+04","5,61E-09"
"2,31E+04","5,31E-09"
"2,31E+04","6,47E-09"
"2,31E+04","5,42E-09"
"2,31E+04","5,77E-09"
"2,31E+04","4,81E-09"
"2,31E+04","4,92E-09"
"2,31E+04","8,67E-09"
"2,31E+04","6,25E-09"
"2,31E+04","5,29E-09"
"2,31E+04","5,48E-09"
"2,31E+04","5,24E-09"
"2,31E+04","7,45E-09"
"2,31E+04","5,82E-09"
"2,31E+04","4,91E-09"
"2,31E+04","4,70E-09"
"2,31E+04","5,67E-09"
"2,31E+04","6,59E-09"
"2,31E+04","6,42E-09"
"2,31E+04","5,42E-09"
"2,31E+04","6,28E-09"
"2,31E+04","6,12E-09"
"2,31E+04","5,94E-09"
"2,31E+04","6,06E-09"
"2,31E+04","5,22E-09"
"2,31E+04","5,69E-09"
"2,31E+04","5,32E-09"
"2,31E+04","6,01E-09"
"2,31E+04","5,07E-09"
"2,31E+04","5,23E-09"
"2,31E+04","5,93E-09"
"2,31E+04","5,42E-09"
"2,31E+04","5,24E-09"
"2,31E+04","4,67E-09"
"2,31E+04","5,07E-09"
"2,31E+04","5,02E-09"
"2,31E+04","5,97E-09"
"2,31E+04","4,95E-09"
"2,31E+04","6,59E-09"
"2,31E+04","4,83E-09"
"2,31E+04","4,81E-09"
"2,31E+04","6,94E-09"
"2,31E+04","5,92E-09"
"2,31E+04","5,29E-09"
"2,31E+04","5,62E-09"
"2,31E+04","5,78E-09"
"2,31E+04","6,96E-09"
"2,31E+04","5,65E-09"
"2,31E+04","5,22E-09"
"2,31E+04","5,30E-09"
"2,31E+04","7,41E-09"
"2,31E+04","5,63E-09"
"2,31E+04","5,13E-09"
"2,32E+04","5,20E-09"
"2,32E+04","5,23E-09"
"2,32E+04","5,96E-09"
"2,32E+04","7,18E-09"
"2,32E+04","5,07E-09"
"2,32E+04","5,86E-09"
"2,32E+04","7,20E-09"
"2,32E+04","8,09E-09"
"2,32E+04","4,72E-09"
"2,32E+04","5,57E-09"
"2,32E+04","6,27E-09"
"2,32E+04","5,49E-09"
"2,32E+04","8,35E-09"
"2,32E+04","5,44E-09"
"2,32E+04","6,89E-09"
"2,32E+04","5,32E-09"
"2,32E+04","6,58E-09"
"2,32E+04","5,25E-09"
"2,32E+04","5,80E-09"
"2,32E+04","6,24E-09"
"2,32E+04","5,96E-09"
"2,32E+04","7,25E-09"
"2,32E+04","4,93E-09"
"2,32E+04","5,87E-09"
"2,32E+04","6,07E-09"
"2,32E+04","6,16E-09"
"2,32E+04","6,86E-09"
"2,32E+04","4,97E-09"
"2,32E+04","6,66E-09"
"2,32E+04","4,83E-09"
"2,32E+04","5,97E-09"
"2,32E+04","5,64E-09"
"2,32E+04","6,73E-09"
"2,32E+04","4,95E-09"
"2,32E+04","6,37E-09"
"2,32E+04","5,89E-09"
"2,32E+04","5,22E-09"
"2,32E+04","5,32E-09"
"2,32E+04","5,35E-09"
"2,32E+04","5,31E-09"
"2,32E+04","5,87E-09"
"2,32E+04","4,97E-09"
"2,32E+04","8,07E-09"
"2,32E+04","5,11E-09"
"2,32E+04","6,47E-09"
"2,32E+04","5,53E-09"
"2,32E+04","6,16E-09"
"2,32E+04","4,76E-09"
"2,32E+04","4,41E-09"
"2,32E+04","6,48E-09"
"2,32E+04","6,16E-09"
"2,32E+04","5,09E-09"
"2,32E+04","5,36E-09"
"2,32E+04","5,59E-09"
"2,32E+04","5,87E-09"
"2,32E+04","6,21E-09"
"2,32E+04","5,31E-09"
"2,32E+04","5,72E-09"
"2,32E+04","5,67E-09"
"2,32E+04","4,60E-09"
"2,32E+04","6,48E-09"
"2,32E+04","4,88E-09"
"2,32E+04","6,98E-09"
"2,32E+04","6,97E-09"
"2,32E+04","5,29E-09"
"2,32E+04","6,40E-09"
"2,32E+04","4,68E-09"
"2,32E+04","5,36E-09"
"2,32E+04","5,29E-09"
"2,32E+04","8,86E-09"
"2,32E+04","6,46E-09"
"2,32E+04","6,86E-09"
"2,32E+04","5,42E-09"
"2,32E+04","6,04E-09"
"2,32E+04","5,04E-09"
"2,32E+04","6,86E-09"
"2,32E+04","9,99E-09"
"2,32E+04","5,59E-09"
"2,32E+04","4,99E-09"
"2,32E+04","5,46E-09"
"2,32E+04","4,86E-09"
"2,32E+04","4,88E-09"
"2,32E+04","6,32E-09"
"2,32E+04","4,65E-09"
"2,32E+04","6,23E-09"
"2,32E+04","4,87E-09"
"2,32E+04","6,88E-09"
"2,32E+04","5,29E-09"
"2,32E+04","5,57E-09"
"2,32E+04","6,72E-09"
"2,32E+04","5,27E-09"
"2,32E+04","5,19E-09"
"2,32E+04","8,81E-09"
"2,32E+04","5,26E-09"
"2,32E+04","6,04E-09"
"2,32E+04","6,68E-09"
"2,32E+04","6,16E-09"
"2,32E+04","4,94E-09"
"2,32E+04","6,22E-09"
"2,32E+04","5,97E-09"
"2,33E+04","6,22E-09"
"2,33E+04","5,67E-09"
"2,33E+04","5,60E-09"
"2,33E+04","4,85E-09"
"2,33E+04","1,01E-08"
"2,33E+04","5,27E-09"
"2,33E+04","4,78E-09"
"2,33E+04","5,38E-09"
"2,33E+04","4,86E-09"
"2,33E+04","4,94E-09"
"2,33E+04","7,67E-09"
"2,33E+04","5,06E-09"
"2,33E+04","6,38E-09"
"2,33E+04","5,03E-09"
"2,33E+04","6,77E-09"
"2,33E+04","5,24E-09"
"2,33E+04","5,21E-09"
"2,33E+04","6,56E-09"
"2,33E+04","5,57E-09"
"2,33E+04","5,61E-09"
"2,33E+04","7,73E-09"
"2,33E+04","5,12E-09"
"2,33E+04","5,18E-09"
"2,33E+04","5,33E-09"
"2,33E+04","5,99E-09"
"2,33E+04","5,06E-09"
"2,33E+04","4,51E-09"
"2,33E+04","4,96E-09"
"2,33E+04","6,16E-09"
"2,33E+04","5,06E-09"
"2,33E+04","4,86E-09"
"2,33E+04","5,72E-09"
"2,33E+04","6,24E-09"
"2,33E+04","4,96E-09"
"2,33E+04","5,11E-09"
"2,33E+04","5,91E-09"
"2,33E+04","5,78E-09"
"2,33E+04","4,78E-09"
"2,33E+04","6,56E-09"
"2,33E+04","5,20E-09"
"2,33E+04","7,94E-09"
"2,33E+04","5,20E-09"
"2,33E+04","5,05E-09"
"2,33E+04","6,04E-09"
"2,33E+04","5,28E-09"
"2,33E+04","6,10E-09"
"2,33E+04","5,67E-09"
"2,33E+04","5,57E-09"
"2,33E+04","5,28E-09"
"2,33E+04","6,53E-09"
"2,33E+04","6,45E-09"
"2,33E+04","5,05E-09"
"2,33E+04","4,88E-09"
"2,33E+04","5,31E-09"
"2,33E+04","4,83E-09"
"2,33E+04","5,04E-09"
"2,33E+04","5,20E-09"
"2,33E+04","6,66E-09"
"2,33E+04","6,16E-09"
"2,33E+04","5,15E-09"
"2,33E+04","5,10E-09"
"2,33E+04","7,25E-09"
"2,33E+04","4,85E-09"
"2,33E+04","7,39E-09"
"2,33E+04","8,06E-09"
"2,33E+04","5,54E-09"
"2,33E+04","5,95E-09"
"2,33E+04","6,28E-09"
"2,33E+04","5,34E-09"
"2,33E+04","6,68E-09"
"2,33E+04","4,88E-09"
"2,33E+04","5,87E-09"
"2,33E+04","5,07E-09"
"2,33E+04","5,74E-09"
"2,33E+04","5,04E-09"
"2,33E+04","4,83E-09"
"2,33E+04","6,77E-09"
"2,33E+04","5,11E-09"
"2,33E+04","7,74E-09"
"2,33E+04","5,90E-09"
"2,33E+04","5,39E-09"
"2,33E+04","6,68E-09"
"2,33E+04","4,78E-09"
"2,33E+04","8,72E-09"
"2,33E+04","6,72E-09"
"2,33E+04","5,58E-09"
"2,33E+04","6,80E-09"
"2,33E+04","4,75E-09"
"2,33E+04","6,05E-09"
"2,33E+04","5,48E-09"
"2,33E+04","4,83E-09"
"2,33E+04","5,79E-09"
"2,33E+04","5,11E-09"
"2,33E+04","6,89E-09"
"2,33E+04","1,01E-08"
"2,33E+04","6,87E-09"
"2,33E+04","6,35E-09"
"2,33E+04","4,80E-09"
"2,33E+04","8,77E-09"
"2,33E+04","6,13E-09"
"2,34E+04","5,08E-09"
"2,34E+04","6,12E-09"
"2,34E+04","4,98E-09"
"2,34E+04","5,31E-09"
"2,34E+04","5,48E-09"
"2,34E+04","5,18E-09"
"2,34E+04","4,99E-09"
"2,34E+04","5,21E-09"
"2,34E+04","8,60E-09"
"2,34E+04","4,88E-09"
"2,34E+04","7,61E-09"
"2,34E+04","5,21E-09"
"2,34E+04","6,40E-09"
"2,34E+04","6,39E-09"
"2,34E+04","5,86E-09"
"2,34E+04","4,92E-09"
"2,34E+04","5,17E-09"
"2,34E+04","5,43E-09"
"2,34E+04","5,07E-09"
"2,34E+04","4,80E-09"
"2,34E+04","5,50E-09"
"2,34E+04","6,65E-09"
"2,34E+04","8,59E-09"
"2,34E+04","5,36E-09"
"2,34E+04","5,83E-09"
"2,34E+04","5,04E-09"
"2,34E+04","5,13E-09"
"2,34E+04","5,73E-09"
"2,34E+04","5,64E-09"
"2,34E+04","6,31E-09"
"2,34E+04","5,64E-09"
"2,34E+04","5,04E-09"
"2,34E+04","6,50E-09"
"2,34E+04","9,67E-09"
"2,34E+04","4,73E-09"
"2,34E+04","5,39E-09"
"2,34E+04","6,61E-09"
"2,34E+04","5,90E-09"
"2,34E+04","5,96E-09"
"2,34E+04","7,92E-09"
"2,34E+04","5,03E-09"
"2,34E+04","5,16E-09"
"2,34E+04","4,58E-09"
"2,34E+04","6,34E-09"
"2,34E+04","6,61E-09"
"2,34E+04","5,86E-09"
"2,34E+04","5,81E-09"
"2,34E+04","5,43E-09"
"2,34E+04","4,83E-09"
"2,34E+04","5,60E-09"
"2,34E+04","4,87E-09"
"2,34E+04","5,42E-09"
"2,34E+04","7,63E-09"
"2,34E+04","6,28E-09"
"2,34E+04","5,85E-09"
"2,34E+04","5,32E-09"
"2,34E+04","5,69E-09"
"2,34E+04","7,76E-09"
"2,34E+04","5,64E-09"
